Name,Company,Industry,Net Sales (million),Net income (million),Salary (000),Bonus,Other annual comp,Total compensation,Total comp with options ($000),Total comp + opt exer,All other pay,Percent stock owned,CEO?,Full Title,Sex,Age,GVKEY,SP Industry Code,SIC,SIC Desc,Id,Annual CEO
Debra Osteen,UNIVERSAL HEALTH SVCS  -CL B,Health,3641.966,199.269,290,189,138.103,479,664.312,1060.654,0,,,vice president,FEMALE,.,11032,3510,8062,GEN MED & SURGICAL HOSPITALS,22297,
O. French,UNIVERSAL HEALTH SVCS  -CL B,Health,3641.966,199.269,425,100,0,525,1417.665,812.55,0,,,senior vp,MALE,.,11032,3510,8062,GEN MED & SURGICAL HOSPITALS,25619,
Charles Williamson,UNOCAL CORP,Energy,6395,643,863.39,1500,8.963,2363.39,2464.866,2464.866,0,,CEO,"chairman, president & CEO",MALE,55,11038,1010,1311,CRUDE PETROLEUM & NATURAL GS,14599,CEO
Timothy Ling,UNOCAL CORP,Energy,6395,643,683.558,846,8.961,1529.558,1591.508,1591.508,0,,,president & chief operating officer,MALE,.,11038,1010,1311,CRUDE PETROLEUM & NATURAL GS,16752,
Terry Dallas,UNOCAL CORP,Energy,6395,643,457.283,570,9.816,1027.283,1080.893,1080.893,0,,,vp & chief finance officer,MALE,.,11038,1010,1311,CRUDE PETROLEUM & NATURAL GS,21516,
Joe Cecil,UNOCAL CORP,Energy,6395,643,256.928,142,8.961,398.928,521.203,537.226,0,,,vp & comptroller,MALE,.,11038,1010,1311,CRUDE PETROLEUM & NATURAL GS,23804,
Charles Strathman,UNOCAL CORP,Energy,6395,643,320.307,179.282,8.961,499.589,642.415,531.436,0,,,vp & chief legal officer,MALE,.,11038,1010,1311,CRUDE PETROLEUM & NATURAL GS,25366,
Thomas Fisher,UNOCAL CORP,Energy,6395,643,315.545,214,8.961,529.545,762.858,632.192,0,,,senior vp-commercial affairs,MALE,.,11038,1010,1311,CRUDE PETROLEUM & NATURAL GS,27481,
Richard Green Jr.,AQUILA INC,Utility,1674,-336.4,989.3,0,21.572,989.3,1060.983,1060.983,20,,CEO,"chairman, president & CEO",MALE,49,11056,5510,4931,ELECTRIC & OTHER SERV COMB,4074,CEO
Keith Stamm,AQUILA INC,Utility,1674,-336.4,450,0,13.329,450,494.144,494.144,10,,,senior vp & chief operating officer,MALE,.,11056,5510,4931,ELECTRIC & OTHER SERV COMB,21460,
Leo Morton,AQUILA INC,Utility,1674,-336.4,332.001,0,8.859,332.001,371.512,371.512,5,,,senior vp & chief administrative officer,MALE,.,11056,5510,4931,ELECTRIC & OTHER SERV COMB,25585,
"Leslie Parrette, Jr.",AQUILA INC,Utility,1674,-336.4,345,0,4.709,345,372.135,372.135,5,,,"senior vp, general counsel & secretary",MALE,.,11056,5510,4931,ELECTRIC & OTHER SERV COMB,25586,
Rick Dobson,AQUILA INC,Utility,1674,-336.4,262.538,0,4.337,262.538,291.775,291.775,5,,,senior vp & chief finance officer,MALE,.,11056,5510,4931,ELECTRIC & OTHER SERV COMB,26995,
Mackey McDonald,VF CORP,Discretionary,5207.459,397.933,990,1039.5,0,2029.5,5763.462,4320.365,0,,CEO,"chairman, president & CEO",MALE,57,11060,2520,2300,APPAREL & OTHER FINISHED PDS,2333,CEO
Robert Shearer,VF CORP,Discretionary,5207.459,397.933,440,325,0,765,1641.034,1047.8,0,,,vp-finance and global processes & chief finance officer,MALE,.,11060,2520,2300,APPAREL & OTHER FINISHED PDS,5003,
John Schamberger,VF CORP,Discretionary,5207.459,397.933,525,355,0,880,1969.531,3035.502,0,,,vp & chairman-North and South America Jeanswear and Playwear Coalitions,MALE,.,11060,2520,2300,APPAREL & OTHER FINISHED PDS,9185,
Terry Lay,VF CORP,Discretionary,5207.459,397.933,525,390,0,915,2004.531,1355.251,0,,,vp & chairman-Outdoor and International Jeanswear Colitions,MALE,.,11060,2520,2300,APPAREL & OTHER FINISHED PDS,18795,
Eric Wiseman,VF CORP,Discretionary,5207.459,397.933,423,315,0,738,1624.575,1019.878,0,,,vp & chairman-Global Intimate Apparel Coalition,MALE,.,11060,2520,2300,APPAREL & OTHER FINISHED PDS,23594,
Mogens Bay,VALMONT INDUSTRIES,Industrial,837.625,25.487,650,0,0,650,1529.492,1529.492,0,1.62,CEO,chairman & CEO,MALE,55,11094,2010,3440,FABRICATED STRUCTURAL METAL,6864,CEO
Terry McClain,VALMONT INDUSTRIES,Industrial,837.625,25.487,309,0,0,309,589.95,589.95,0,0.56,,senior vp & chief finance officer,MALE,.,11094,2010,3440,FABRICATED STRUCTURAL METAL,10053,
E. Meaney,VALMONT INDUSTRIES,Industrial,837.625,25.487,267.802,0,0,267.802,495.652,523.602,0,,,senior vp,MALE,.,11094,2010,3440,FABRICATED STRUCTURAL METAL,16900,
Mark Jaksich,VALMONT INDUSTRIES,Industrial,837.625,25.487,175.101,0,0,175.101,282.747,207.641,0,,,vp & controller,MALE,.,11094,2010,3440,FABRICATED STRUCTURAL METAL,24447,
P. Pogge,VALMONT INDUSTRIES,Industrial,837.625,25.487,190.551,5,0,195.551,250.077,204.351,0,,,"vp, general counsel & secretary",MALE,.,11094,2010,3440,FABRICATED STRUCTURAL METAL,27149,
Paul Reyelts,VALSPAR CORP,Materials,2247.926,112.514,363.856,150,0,513.856,1018.651,714.38,0,0.88,,senior vp-finance & chief finance officer,MALE,.,11096,1510,2851,"PAINTS, VARNISHES, LACQUERS",11126,
Richard Rompala,VALSPAR CORP,Materials,2247.926,112.514,900,1254.88,0,2154.88,2740.391,2740.391,0,0.31,CEO,chairman & CEO,MALE,57,11096,1510,2851,"PAINTS, VARNISHES, LACQUERS",11354,CEO
William Mansfield,VALSPAR CORP,Materials,2247.926,112.514,391.069,195,0,586.069,1135.485,847.229,0,,,"executive vp-architectural, packaging and specialty coatings",MALE,.,11096,1510,2851,"PAINTS, VARNISHES, LACQUERS",11500,
Steven Erdahl,VALSPAR CORP,Materials,2247.926,112.514,391.069,120,0,511.069,959.775,703.547,0,,,executive vp-industrial and automotive coatings,MALE,.,11096,1510,2851,"PAINTS, VARNISHES, LACQUERS",19781,
John Ballbach,VALSPAR CORP,Materials,2247.926,112.514,452.689,165.578,0,618.267,1089.71,689.354,0,,,president & chief operating officer,MALE,.,11096,1510,2851,"PAINTS, VARNISHES, LACQUERS",23355,
Richard Levy,VARIAN MEDICAL SYSTEMS INC,Health,1041.557,130.888,793.862,1614.391,75.697,2408.253,6401.228,12251.377,0,0.25,CEO,president & CEO,MALE,65,11115,3510,3845,ELECTROMEDICAL APPARATUS,4088,CEO
Timothy Guertin,VARIAN MEDICAL SYSTEMS INC,Health,1041.557,130.888,415.228,665.794,28.676,1081.022,2870.654,4192.045,0,,,corporate executive vp,MALE,.,11115,3510,3845,ELECTROMEDICAL APPARATUS,18139,
Robert Kluge,VARIAN MEDICAL SYSTEMS INC,Health,1041.557,130.888,291.002,472.85,31.105,763.852,2031.375,1331.503,0,,,corporate vp,MALE,.,11115,3510,3845,ELECTROMEDICAL APPARATUS,18140,
Joseph Phair,VARIAN MEDICAL SYSTEMS INC,Health,1041.557,130.888,285.972,353.278,40.303,639.25,1931.488,3602.561,0,,,"corporate vp-administration, secretary & general counsel",MALE,.,11115,3510,3845,ELECTROMEDICAL APPARATUS,18141,
Elisha Finney,VARIAN MEDICAL SYSTEMS INC,Health,1041.557,130.888,311.844,387.422,33.981,699.266,1986.236,3378.531,0,,,corporate vp & chief finance officer,FEMALE,.,11115,3510,3845,ELECTROMEDICAL APPARATUS,22869,
Edward Braun,VEECO INSTRUMENTS INC,IT,279.321,-9.747,636.538,0,0,636.538,2062.607,638.611,0,0.22,CEO,chairman & CEO,MALE,64,11124,4520,3559,"SPECIAL INDUSTRY MACHY, NEC",23204,CEO
"John Rein, Jr.",VEECO INSTRUMENTS INC,IT,279.321,-9.747,331.385,0,0,331.385,842.776,334.206,0,,,"executive vp, chief finance officer & secretary",MALE,57,11124,4520,3559,"SPECIAL INDUSTRY MACHY, NEC",23205,
Don Kania,VEECO INSTRUMENTS INC,IT,279.321,-9.747,364.615,0,166.281,364.615,1738.523,531.753,0,,,president,MALE,49,11124,4520,3559,"SPECIAL INDUSTRY MACHY, NEC",23206,
John Kiernan,VEECO INSTRUMENTS INC,IT,279.321,-9.747,214.615,0,0,214.615,419.177,215.749,0,,,vp-finance & corporate controller,MALE,41,11124,4520,3559,"SPECIAL INDUSTRY MACHY, NEC",23208,
"Robert Valentine, Jr.",VEECO INSTRUMENTS INC,IT,279.321,-9.747,299.999,0,0,299.999,403.787,302.073,0,,,vp-operations,MALE,.,11124,4520,3559,"SPECIAL INDUSTRY MACHY, NEC",25881,
John Bulman,VEECO INSTRUMENTS INC,IT,279.321,-9.747,268.269,27.6,101.768,295.869,643.511,399.397,0,,,executive vp-worldwide sales and foreign operations,MALE,57,11124,4520,3559,"SPECIAL INDUSTRY MACHY, NEC",27285,
Felix Zandman,VISHAY INTRTECHNOLOGY,IT,2170.597,26.842,975,675.372,0,1650.372,1779.123,1779.123,0,,CEO,chairman & CEO,MALE,75,11191,4520,3670,"ELECTRONIC COMP, ACCESSORIES",9188,CEO
Richard Grubb,VISHAY INTRTECHNOLOGY,IT,2170.597,26.842,325,90.05,0,415.05,418.45,418.45,0,,,"executive vp, chief finance officer & treasurer",MALE,57,11191,4520,3670,"ELECTRONIC COMP, ACCESSORIES",9190,
Gerald Paul,VISHAY INTRTECHNOLOGY,IT,2170.597,26.842,559.053,90.05,0,649.103,649.103,649.103,0,,,president & chief operating officer,MALE,55,11191,4520,3670,"ELECTRONIC COMP, ACCESSORIES",9192,
Avi Eden,VISHAY INTRTECHNOLOGY,IT,2170.597,26.842,279.167,67.537,0,346.704,1350.104,1350.104,1000,,,vice chairman & executive vp,MALE,.,11191,4520,3670,"ELECTRONIC COMP, ACCESSORIES",12728,
Ziv Shoshani,VISHAY INTRTECHNOLOGY,IT,2170.597,26.842,168,53.856,0,221.856,221.856,221.856,0,,,executive vp-resistor and inductor group,MALE,38,11191,4520,3670,"ELECTRONIC COMP, ACCESSORIES",27349,
Marc Zandman,VISHAY INTRTECHNOLOGY,IT,2170.597,26.842,198,71.45,0,269.45,269.45,269.45,0,,,vice chairman; president-Vishay Israel,MALE,42,11191,4520,3670,"ELECTRONIC COMP, ACCESSORIES",27350,
William Shaw,VOLT INFO SCIENCES INC,Industrial,1609.857,4.761,413.462,0,0,413.462,479.266,416.368,0,23.3,CEO,president & CEO,MALE,79,11213,2020,7363,HELP SUPPLY SERVICES,11137,CEO
Jerome Shaw,VOLT INFO SCIENCES INC,Industrial,1609.857,4.761,413.462,0,0,413.462,416.451,416.451,0,20.7,,executive vp,MALE,.,11213,2020,7363,HELP SUPPLY SERVICES,14256,
James Groberg,VOLT INFO SCIENCES INC,Industrial,1609.857,4.761,338.385,0,0,338.385,338.75,338.75,0,,,senior vp & chief finance officer,MALE,.,11213,2020,7363,HELP SUPPLY SERVICES,14257,
Howard Weinreich,VOLT INFO SCIENCES INC,Industrial,1609.857,4.761,258.819,0,0,258.819,292.851,261.402,0,,,senior vp & general counsel,MALE,.,11213,2020,7363,HELP SUPPLY SERVICES,14259,
Thomas Daley,VOLT INFO SCIENCES INC,Industrial,1609.857,4.761,249.995,33.327,0,283.322,340.589,285.973,0,,,senior vp,MALE,.,11213,2020,7363,HELP SUPPLY SERVICES,23843,
Donald James,VULCAN MATERIALS CO,Materials,2892.186,194.952,962.508,1000,0,1962.508,4648.255,3405.242,0,,CEO,chairman & CEO,MALE,55,11228,1510,1400,"MNG, QUARRY NONMTL MINERALS",9802,CEO
Guy Badgett III,VULCAN MATERIALS CO,Materials,2892.186,194.952,383.334,236,0,619.334,1146.6,906.57,0,,,senior vp-construction materials-east,MALE,.,11228,1510,1400,"MNG, QUARRY NONMTL MINERALS",14431,
James Smack,VULCAN MATERIALS CO,Materials,2892.186,194.952,408.006,176,0,584.006,916.062,778.902,0,,,president-western division,MALE,.,11228,1510,1400,"MNG, QUARRY NONMTL MINERALS",16543,
Mark Tomkins,VULCAN MATERIALS CO,Materials,2892.186,194.952,396.674,266,0,662.674,1161.518,921.488,0,,,"senior vp, chief finance officer & treasurer",MALE,.,11228,1510,1400,"MNG, QUARRY NONMTL MINERALS",23857,
Daniel Sansone,VULCAN MATERIALS CO,Materials,2892.186,194.952,318.004,247,0,565.004,863.755,735.167,0,,,president-Southern Gulf Coast division,MALE,.,11228,1510,1400,"MNG, QUARRY NONMTL MINERALS",25377,
Garry Ridge,WD-40 CO,Staples,238.14,28.641,440,242,0,682,866.817,945.876,0,,CEO,president & CEO,MALE,47,11234,3030,2890,MISC CHEMICAL PRODUCTS,9198,CEO
Graham Milner,WD-40 CO,Staples,238.14,28.641,200,67,0,267,350.806,368.399,0,,,executive vp-global development & chief branding officer,MALE,49,11234,3030,2890,MISC CHEMICAL PRODUCTS,13705,
Michael Freeman,WD-40 CO,Staples,238.14,28.641,210,62,0,272,355.806,461.128,0,,,division president-Americas,MALE,50,11234,3030,2890,MISC CHEMICAL PRODUCTS,13706,
William Noble,WD-40 CO,Staples,238.14,28.641,223.7,59.1,0,282.8,376.006,432.698,0,,,managing director-Europe WD-40 Company Ltd.,MALE,45,11234,3030,2890,MISC CHEMICAL PRODUCTS,15925,
Michael Irwin,WD-40 CO,Staples,238.14,28.641,215,71,0,286,369.806,319.3,0,,,executive vp & chief finance officer,MALE,40,11234,3030,2890,MISC CHEMICAL PRODUCTS,23131,
James Gibbs,FRONTIER OIL CORP,Energy,2169.551,3.232,770,0,0,770,2852.657,884.527,0,1.57,CEO,"chairman, president & CEO",MALE,59,11257,1010,2911,PETROLEUM REFINING,27003,CEO
Julie Edwards,FRONTIER OIL CORP,Energy,2169.551,3.232,395,0,0,395,1267.165,1465.711,0,0.68,,executive vp-finance & administration,FEMALE,45,11257,1010,2911,PETROLEUM REFINING,27004,
W. Williams,FRONTIER OIL CORP,Energy,2169.551,3.232,410,0,0,410,1289.754,1209.633,0,0.2,,executive vp-refining & marketing,MALE,56,11257,1010,2911,PETROLEUM REFINING,27005,
J. Bechtol,FRONTIER OIL CORP,Energy,2169.551,3.232,210,0,0,210,373.205,591.046,0,,,"vp, general counsel & secretary",MALE,62,11257,1010,2911,PETROLEUM REFINING,27006,
Jon Galvin,FRONTIER OIL CORP,Energy,2169.551,3.232,255,0,0,255,421.768,802.499,0,,,vice president,MALE,50,11257,1010,2911,PETROLEUM REFINING,27007,
"H. Scott, Jr.",WAL-MART STORES,Staples,257157,9054,1192.308,4200,82.861,5392.308,25109.274,15367.572,0,,CEO,president & CEO,MALE,55,11259,3010,5331,VARIETY STORES,14848,CEO
Thomas Coughlin,WAL-MART STORES,Staples,257157,9054,983.894,2879.565,54.584,3863.459,11782.141,6454.586,0,,,vice chairman,MALE,54,11259,3010,5331,VARIETY STORES,14849,
John Menzer,WAL-MART STORES,Staples,257157,9054,816.538,1856.249,0,2672.787,9217.944,4689.781,0,,,executive vp; president & CEO-International division,MALE,.,11259,3010,5331,VARIETY STORES,19445,
Thomas Schoewe,WAL-MART STORES,Staples,257157,9054,610.384,984,0,1594.384,5087.945,2681.682,0,,,executive vp & chief finance officer,MALE,.,11259,3010,5331,VARIETY STORES,25393,
Michael Duke,WAL-MART STORES,Staples,257157,9054,603.029,852.342,0,1455.371,10083.87,2569.51,0,,,executive vp; president & CEO-Wal-Mart Stores Division,MALE,.,11259,3010,5331,VARIETY STORES,25394,
L. Jorndt,WALGREEN CO,Staples,32505.4,1175.7,904.762,553.513,16.16,1458.275,5206.022,2663.622,414.931,,,chairman,MALE,.,11264,3010,5912,DRUG & PROPRIETARY STORES,2347,
David Bernauer,WALGREEN CO,Staples,32505.4,1175.7,894.667,543.687,9.906,1438.354,7148.366,3221.242,379.73,,CEO,chairman & CEO,MALE,59,11264,3010,5912,DRUG & PROPRIETARY STORES,15663,CEO
William Shiel,WALGREEN CO,Staples,32505.4,1175.7,351.333,204.794,20.482,556.127,1222.846,3220.959,93.38,,,senior vp,MALE,.,11264,3010,5912,DRUG & PROPRIETARY STORES,17842,
Jerome Karlin,WALGREEN CO,Staples,32505.4,1175.7,426.333,251.574,9.247,677.907,1544.307,1800.113,123.221,,,executive vp,MALE,.,11264,3010,5912,DRUG & PROPRIETARY STORES,20398,
Roger Polark,WALGREEN CO,Staples,32505.4,1175.7,377.502,232.03,51.067,609.532,1356.685,959.436,100.341,,,senior vp & chief finance officer,MALE,.,11264,3010,5912,DRUG & PROPRIETARY STORES,23195,
Jeffrey Rein,WALGREEN CO,Staples,32505.4,1175.7,484.667,287.958,5.701,772.625,1750.251,1099.967,121.693,,,president & chief operating officer,MALE,51,11264,3010,5912,DRUG & PROPRIETARY STORES,24730,
"James DeGraffenreidt, Jr.",WGL HOLDINGS INC,Utility,1301.057,113.662,635,419.1,11.422,1054.1,1464.535,1280.149,0,,CEO,chairman & CEO,MALE,50,11296,5510,4924,NATURAL GAS DISTRIBUTION,5477,CEO
Frederic Kline,WGL HOLDINGS INC,Utility,1301.057,113.662,275,123.75,11.179,398.75,516.306,471.174,0,,,vp & chief finance officer,MALE,.,11296,5510,4924,NATURAL GAS DISTRIBUTION,11752,
James White,WGL HOLDINGS INC,Utility,1301.057,113.662,215,96.75,11.055,311.75,406.894,377.036,0,,,vp-Washington Gas Light Company,MALE,.,11296,5510,4924,NATURAL GAS DISTRIBUTION,18087,
Terry McCallister,WGL HOLDINGS INC,Utility,1301.057,113.662,370,203.5,11.128,573.5,782.127,707.388,0,,,president & chief operating officer,MALE,.,11296,5510,4924,NATURAL GAS DISTRIBUTION,23321,
Beverly Burke,WGL HOLDINGS INC,Utility,1301.057,113.662,255,114.75,11.088,369.75,456.294,414.443,0,,,vp & general counsel,FEMALE,.,11296,5510,4924,NATURAL GAS DISTRIBUTION,26637,
Donald Graham,WASHINGTON POST  -CL B,Discretionary,2838.911,241.088,400,0,0,400,810.658,810.658,0,20.6,CEO,CEO,MALE,58,11300,2540,2711,"NEWSPAPER:PUBG, PUBG & PRINT",4100,CEO
"John Morse, Jr.",WASHINGTON POST  -CL B,Discretionary,2838.911,241.088,450,327.555,0,777.555,1141.257,1552.069,0,,,vp & chief finance officer,MALE,.,11300,2540,2711,"NEWSPAPER:PUBG, PUBG & PRINT",9204,
Diana Daniels,WASHINGTON POST  -CL B,Discretionary,2838.911,241.088,325,189.254,0,514.254,726.476,1137.288,0,,,vice president,FEMALE,.,11300,2540,2711,"NEWSPAPER:PUBG, PUBG & PRINT",12159,
Gerald Rosberg,WASHINGTON POST  -CL B,Discretionary,2838.911,241.088,340,197.989,0,537.989,768.777,768.777,0,,,vice president,MALE,.,11300,2540,2711,"NEWSPAPER:PUBG, PUBG & PRINT",21410,
Ann McDaniel,WASHINGTON POST  -CL B,Discretionary,2838.911,241.088,300,174.696,0,474.696,812.358,812.743,0,,,vice president,FEMALE,.,11300,2540,2711,"NEWSPAPER:PUBG, PUBG & PRINT",23721,
Gary Ely,AVISTA CORP,Utility,1123.385,44.504,528.205,250.371,0,778.576,801.696,801.696,0,,CEO,"chairman, president & CEO",MALE,56,11304,5510,4931,ELECTRIC & OTHER SERV COMB,19806,CEO
David Meyer,AVISTA CORP,Utility,1123.385,44.504,240,72.835,0,312.835,347.912,347.912,24.923,,,vp & chief counsel-regulatory and governmental affairs,MALE,.,11304,5510,4931,ELECTRIC & OTHER SERV COMB,19807,
Scott Morris,AVISTA CORP,Utility,1123.385,44.504,261.39,80.119,0,341.509,367.195,367.195,15.192,,,senior vp,MALE,.,11304,5510,4931,ELECTRIC & OTHER SERV COMB,24529,
Malyn Malquist,AVISTA CORP,Utility,1123.385,44.504,254.036,79.208,0,333.244,342.244,342.244,0,,,"senior vp, chief finance officer & treasurer",MALE,.,11304,5510,4931,ELECTRIC & OTHER SERV COMB,27142,
Roger Woodworth,AVISTA CORP,Utility,1123.385,44.504,198.668,41.071,0,239.739,248.739,248.739,0,,,vice president,MALE,.,11304,5510,4931,ELECTRIC & OTHER SERV COMB,27143,
Albert Nahmad,WATSCO INC,Industrial,1232.908,34.895,843.586,1250,70.744,2093.586,6455.826,9430.551,0,2.3,CEO,CEO,MALE,63,11313,2010,5070,"HARDWR, PLUMB, HEAT EQ-WHSL",15175,CEO
Barry Logan,WATSCO INC,Industrial,1232.908,34.895,301.427,175,0,476.427,479.427,479.427,0,0.47,,senior vp & secretary,MALE,41,11313,2010,5070,"HARDWR, PLUMB, HEAT EQ-WHSL",15176,
Ana Menendez,WATSCO INC,Industrial,1232.908,34.895,137.055,50,0,187.055,562.565,409.378,0,,,chief finance officer & treasurer,FEMALE,39,11313,2010,5070,"HARDWR, PLUMB, HEAT EQ-WHSL",19603,
Terrence Kelly,WATSCO INC,Industrial,1232.908,34.895,347.985,225,0,572.985,575.985,575.985,0,,,executive vp,MALE,61,11313,2010,5070,"HARDWR, PLUMB, HEAT EQ-WHSL",22272,
Thomas Howatt,WAUSAU-MOSINEE PAPER CORP,Materials,971.444,15.863,578.702,126.204,0,704.906,813.095,813.095,30,,CEO,president & CEO,MALE,54,11315,1510,2621,PAPER MILLS,4109,CEO
Stuart Carlson,WAUSAU-MOSINEE PAPER CORP,Materials,971.444,15.863,308.392,77.136,0,385.528,418.113,418.113,0,,,executive vp-administration,MALE,56,11315,1510,2621,PAPER MILLS,16262,
Dennis Urbanek,WAUSAU-MOSINEE PAPER CORP,Materials,971.444,15.863,234.271,58.594,0,292.865,318.31,318.31,0,,,senior vp-engineering and environmental services,MALE,55,11315,1510,2621,PAPER MILLS,21470,
Scott Doescher,WAUSAU-MOSINEE PAPER CORP,Materials,971.444,15.863,240.362,60.125,0,300.487,325.741,325.741,0,,,"senior vp-finance, secretary & treasurer",MALE,44,11315,1510,2621,PAPER MILLS,25474,
Albert Davis,WAUSAU-MOSINEE PAPER CORP,Materials,971.444,15.863,250.603,82.198,0,332.801,359.489,359.489,0,,,vp-specialty paper group,MALE,56,11315,1510,2621,PAPER MILLS,27070,
John Schuessler,WENDY'S INTERNATIONAL INC,Discretionary,3148.912,235.999,934.192,1606.5,60.329,2540.692,6205.402,3062.486,0,,CEO,"chairman, president & CEO",MALE,53,11366,2530,5812,EATING PLACES,16186,CEO
George Condos,WENDY'S INTERNATIONAL INC,Discretionary,3148.912,235.999,342.215,397.785,0,740,1268.462,883.01,0,,,executive vp,MALE,.,11366,2530,5812,EATING PLACES,16187,
Thomas Mueller,WENDY'S INTERNATIONAL INC,Discretionary,3148.912,235.999,364.989,553.44,0,918.429,1738.267,1172.144,0,,,president & chief operating officer-North America,MALE,.,11366,2530,5812,EATING PLACES,21286,
Kerrii Anderson,WENDY'S INTERNATIONAL INC,Discretionary,3148.912,235.999,388.765,803.25,0,1192.015,1998.657,1313.568,0,,,executive vp & chief finance officer,FEMALE,46,11366,2530,5812,EATING PLACES,23565,
Donald Calhoon,WENDY'S INTERNATIONAL INC,Discretionary,3148.912,235.999,350.435,398.785,0,749.22,1275.981,1446.661,0,,,executive vp,MALE,.,11366,2530,5812,EATING PLACES,24983,
Matthew Massengill,WESTERN DIGITAL CORP,IT,2718.5,182.1,700,1050,0,1750,2923.649,5885.562,0,,CEO,chairman & CEO,MALE,42,11399,4520,3572,COMPUTER STORAGE DEVICES,17794,CEO
Arif Shakeel,WESTERN DIGITAL CORP,IT,2718.5,182.1,550,727.5,0,1277.5,2012.778,4124.324,0,,,president & chief operating officer,MALE,.,11399,4520,3572,COMPUTER STORAGE DEVICES,20311,
D. Mercer,WESTERN DIGITAL CORP,IT,2718.5,182.1,337.5,556.875,0,894.375,1322.022,956.238,61.863,,,senior vp & chief finance officer,MALE,.,11399,4520,3572,COMPUTER STORAGE DEVICES,24929,
David Fetah,WESTERN DIGITAL CORP,IT,2718.5,182.1,268.462,228.25,0,496.712,721.337,1160.37,0,,,vp-human resources,MALE,.,11399,4520,3572,COMPUTER STORAGE DEVICES,24930,
Raymond Bukaty,WESTERN DIGITAL CORP,IT,2718.5,182.1,281.539,240.5,0,522.039,819.769,1392.58,0,,,"vp, general counsel & secretary",MALE,.,11399,4520,3572,COMPUTER STORAGE DEVICES,26430,
"John Luke, Jr.",MEADWESTVACO CORP,Materials,7553,-6,897.917,197.9,229.035,1095.817,2814.133,1813.828,0,,CEO,president & CEO,MALE,55,11446,1510,2631,PAPERBOARD MILLS,2381,CEO
James Buzzard,MEADWESTVACO CORP,Materials,7553,-6,583.333,93.6,39.835,676.933,1209.336,851.585,0,,,president,MALE,.,11446,1510,2631,PAPERBOARD MILLS,23701,
Raymond Lane,MEADWESTVACO CORP,Materials,7553,-6,536.917,50.4,125.45,587.317,10225.734,10223.816,9124.983,,,executive vp,MALE,.,11446,1510,2631,PAPERBOARD MILLS,23702,
Rita Foley,MEADWESTVACO CORP,Materials,7553,-6,469.417,216,28.95,685.417,976.08,760.707,0,,,senior vp,FEMALE,.,11446,1510,2631,PAPERBOARD MILLS,25007,
Mark Watkins,MEADWESTVACO CORP,Materials,7553,-6,421.2,97.4,108.972,518.6,905.921,683.369,0,,,senior vp,MALE,.,11446,1510,2631,PAPERBOARD MILLS,26766,
Norman Pattiz,WESTWOOD ONE INC,Discretionary,539.226,100.039,492,0,0,492,1254.027,6037.04,0,,,chairman,MALE,61,11450,2540,7900,AMUSEMENT & RECREATION SVCS,13448,
Joel Hollander,WESTWOOD ONE INC,Discretionary,539.226,100.039,0,0,0,0,4044.962,0,0,,,president & CEO,MALE,48,11450,2540,7900,AMUSEMENT & RECREATION SVCS,16893,
